id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
24,15799785.0,Chiagoziem,523.0,France,Male,37.0,7.0,0.0,2.0,0.0,1.0,166984.44,0.0
25,15596800.0,Martin,709.0,Germany,Male,41.0,8.0,143656.55,1.0,0.0,1.0,118855.26,1.0
26,15638751.0,Nwora,725.0,France,Male,31.0,6.0,0.0,1.0,1.0,0.0,15650.73,0.0
27,15806438.0,Udegbunam,646.0,France,Female,33.0,3.0,0.0,2.0,1.0,0.0,182038.6,0.0
28,15693637.0,Hsing,646.0,Spain,Female,36.0,8.0,0.0,2.0,1.0,0.0,47322.05,0.0
29,15680370.0,Kaeppel,521.0,Germany,Male,31.0,7.0,132311.71,2.0,1.0,0.0,146723.72,0.0
30,15582090.0,Hsiung,673.0,France,Male,26.0,7.0,0.0,2.0,0.0,1.0,159800.16,0.0
31,15762682.0,Ugochukwu,775.0,France,Male,32.0,6.0,0.0,2.0,1.0,0.0,179866.01,0.0
32,15670602.0,Ch'ien,739.0,France,Male,31.0,10.0,0.0,2.0,1.0,1.0,81752.74,0.0
33,15761950.0,Zetticci,627.0,Germany,Female,40.0,7.0,109876.82,2.0,1.0,1.0,92914.67,0.0
34,15775247.0,Nwankwo,586.0,France,Female,30.0,8.0,0.0,2.0,1.0,0.0,171096.2,0.0
35,15772421.0,McGregor,521.0,France,Female,35.0,0.0,0.0,1.0,0.0,1.0,132547.03,1.0
36,15790846.0,T'ien,739.0,France,Female,25.0,9.0,91549.74,2.0,1.0,1.0,182436.81,0.0
37,15695465.0,Y?an,663.0,France,Female,49.0,9.0,0.0,1.0,1.0,0.0,123954.15,1.0
38,15581295.0,McWilliam,619.0,France,Male,40.0,9.0,0.0,2.0,1.0,0.0,63981.37,0.0
39,15756610.0,Nnamutaezinwa,641.0,Spain,Male,45.0,4.0,0.0,1.0,1.0,1.0,58854.88,1.0
40,15811613.0,Chukwumaobim,489.0,France,Male,35.0,0.0,132838.07,1.0,1.0,1.0,119425.94,0.0
41,15793311.0,Onyekachukwu,585.0,Germany,Female,22.0,1.0,88827.53,2.0,0.0,1.0,173365.89,0.0
42,15637315.0,Dore,577.0,France,Male,31.0,3.0,0.0,2.0,1.0,1.0,65765.22,0.0
43,15755722.0,Toscani,651.0,France,Male,35.0,1.0,0.0,1.0,1.0,0.0,131647.31,1.0
44,15626135.0,Flemming,684.0,France,Male,40.0,4.0,0.0,2.0,1.0,0.0,168544.84,0.0
45,15695097.0,Fiorentini,696.0,France,Female,27.0,8.0,123737.04,1.0,0.0,0.0,90537.47,0.0
46,15640953.0,Hsia,671.0,Spain,Male,36.0,5.0,0.0,2.0,1.0,0.0,82522.61,0.0
47,15669957.0,Ts'ai,739.0,Germany,Female,39.0,6.0,81732.88,2.0,1.0,1.0,172033.57,0.0
48,15751628.0,Chiedozie,684.0,France,Male,38.0,5.0,0.0,2.0,1.0,1.0,153662.88,0.0
49,15659557.0,Hsia,659.0,Spain,Female,39.0,4.0,0.0,2.0,1.0,0.0,63736.17,0.0
50,15672640.0,Maclean,741.0,France,Female,26.0,4.0,0.0,1.0,1.0,1.0,116977.89,0.0
51,15809800.0,Udegbulam,619.0,France,Female,26.0,3.0,0.0,2.0,0.0,1.0,133051.64,0.0
52,15767891.0,Chukwuebuka,790.0,France,Female,32.0,2.0,0.0,1.0,1.0,1.0,114522.68,0.0
53,15794236.0,Hsiao,738.0,France,Female,30.0,4.0,122453.97,1.0,0.0,1.0,81436.68,0.0
54,15589323.0,Chia,545.0,France,Male,36.0,4.0,0.0,2.0,1.0,1.0,108008.05,0.0
55,15797767.0,Teng,733.0,Germany,Male,21.0,3.0,103033.83,2.0,1.0,1.0,117038.96,0.0
56,15751175.0,Nnamutaezinwa,641.0,Spain,Male,34.0,3.0,0.0,2.0,1.0,1.0,94767.77,0.0
57,15683553.0,Johnstone,687.0,France,Female,52.0,6.0,0.0,1.0,1.0,0.0,88965.46,1.0
58,15676526.0,Mazzanti,774.0,Germany,Male,39.0,6.0,128917.84,1.0,1.0,1.0,162643.15,0.0
59,15769915.0,Ejimofor,605.0,France,Male,27.0,8.0,0.0,2.0,0.0,1.0,130824.57,0.0
60,15687913.0,Okorie,703.0,France,Female,65.0,1.0,0.0,3.0,1.0,0.0,131710.49,1.0
61,15571586.0,Hsing,710.0,France,Female,53.0,2.0,0.0,1.0,1.0,1.0,141035.65,1.0
62,15635197.0,Pirozzi,641.0,France,Male,38.0,4.0,0.0,2.0,0.0,0.0,144880.81,0.0
63,15672945.0,P'eng,743.0,Germany,Female,56.0,0.0,119496.25,1.0,0.0,0.0,138380.12,1.0
64,15664504.0,Kuznetsova,773.0,France,Male,27.0,10.0,0.0,1.0,0.0,1.0,95957.09,0.0
65,15793842.0,Chidozie,727.0,Germany,Male,51.0,9.0,124788.18,1.0,1.0,1.0,62679.53,1.0
66,15676869.0,Ch'ien,733.0,Spain,Female,35.0,3.0,0.0,2.0,1.0,1.0,173576.71,0.0
67,15664506.0,Onwuamaeze,683.0,France,Female,35.0,8.0,120599.38,1.0,1.0,1.0,76637.38,0.0
68,15678916.0,Chukwualuka,723.0,France,Female,31.0,8.0,0.0,2.0,1.0,1.0,109538.35,0.0
69,15618018.0,Onuoha,850.0,Spain,Male,33.0,5.0,0.0,2.0,1.0,1.0,156774.94,0.0
70,15695078.0,T'an,819.0,France,Male,34.0,7.0,130170.82,1.0,1.0,1.0,179906.43,0.0
71,15597914.0,Y?an,835.0,France,Female,26.0,8.0,144875.07,1.0,1.0,1.0,138775.86,0.0
72,15652700.0,Yegorova,572.0,France,Male,26.0,2.0,0.0,2.0,1.0,0.0,109393.19,0.0
73,15659428.0,Chukwumaobim,753.0,France,Female,36.0,9.0,0.0,2.0,0.0,1.0,55313.51,0.0
74,15668775.0,Iadanza,603.0,France,Female,46.0,5.0,0.0,1.0,0.0,1.0,49361.84,1.0
75,15643487.0,Milne,707.0,Germany,Male,29.0,3.0,121669.93,1.0,1.0,1.0,163989.66,0.0
76,15790744.0,Teng,663.0,France,Male,39.0,10.0,0.0,2.0,1.0,1.0,74850.84,0.0
77,15680405.0,Nkemdilim,587.0,France,Male,53.0,8.0,0.0,1.0,1.0,0.0,199505.53,1.0
78,15635388.0,Hs?,632.0,France,Male,43.0,4.0,108308.0,2.0,1.0,1.0,180595.02,1.0
79,15589475.0,O'Neill,554.0,France,Male,34.0,6.0,0.0,2.0,1.0,0.0,153955.38,0.0
80,15663937.0,Ojiofor,684.0,France,Female,39.0,4.0,0.0,1.0,0.0,0.0,139712.81,1.0
81,15725028.0,Chidozie,535.0,France,Female,26.0,0.0,0.0,1.0,1.0,0.0,88827.67,0.0
82,15753337.0,H?,593.0,France,Female,29.0,5.0,0.0,1.0,1.0,0.0,46774.92,0.0
83,15738884.0,Lu,774.0,France,Female,47.0,8.0,0.0,2.0,1.0,0.0,79623.28,0.0
84,15576723.0,Liao,659.0,Germany,Male,45.0,4.0,84907.33,1.0,1.0,0.0,118711.75,1.0
85,15768137.0,T'ien,684.0,Spain,Male,37.0,4.0,118633.08,1.0,1.0,0.0,79734.23,0.0
86,15774358.0,Pirozzi,484.0,France,Female,38.0,9.0,0.0,2.0,1.0,0.0,173899.42,0.0
87,15592578.0,Chinagorom,681.0,France,Male,29.0,4.0,0.0,2.0,1.0,0.0,151842.31,0.0
88,15681671.0,Chukwujekwu,709.0,Spain,Female,46.0,3.0,151933.63,1.0,1.0,0.0,167909.95,1.0
89,15591724.0,Fanucci,689.0,France,Male,33.0,1.0,123081.42,1.0,1.0,1.0,144345.58,0.0
90,15653595.0,Hsu,682.0,Germany,Female,46.0,8.0,120822.88,1.0,1.0,0.0,177028.0,1.0
91,15723008.0,Chia,611.0,Germany,Male,38.0,5.0,142406.43,2.0,1.0,0.0,143681.85,0.0
92,15736327.0,McIntyre,684.0,France,Female,42.0,2.0,116114.93,1.0,0.0,1.0,92727.35,1.0
93,15757829.0,Ch'eng,686.0,France,Female,38.0,0.0,0.0,2.0,1.0,0.0,199454.19,0.0
94,15679307.0,Chukwubuikem,596.0,France,Male,31.0,7.0,0.0,2.0,1.0,0.0,162699.7,0.0
95,15791700.0,Ch'ang,579.0,France,Female,41.0,6.0,0.0,2.0,1.0,1.0,51711.57,0.0
96,15736397.0,Hsing,589.0,France,Male,54.0,7.0,0.0,1.0,1.0,1.0,56908.41,0.0
97,15803947.0,Pisano,550.0,France,Male,32.0,3.0,0.0,2.0,1.0,1.0,109843.16,0.0
98,15788448.0,Watson,521.0,France,Male,31.0,9.0,0.0,2.0,1.0,0.0,179473.26,0.0
99,15737571.0,Lucchesi,653.0,France,Male,37.0,1.0,0.0,2.0,1.0,1.0,147913.56,0.0
100,15633586.0,Pirozzi,535.0,France,Female,33.0,2.0,0.0,2.0,0.0,0.0,40807.27,0.0
101,15570141.0,Mamelu,646.0,Germany,Female,32.0,2.0,138089.97,2.0,1.0,0.0,134638.97,0.0
102,15641319.0,Sacco,651.0,Germany,Male,44.0,5.0,101851.8,1.0,0.0,0.0,186712.59,0.0
103,15714982.0,Calabrese,610.0,France,Male,40.0,4.0,0.0,2.0,0.0,1.0,149517.71,0.0
104,15782736.0,K?,627.0,Spain,Female,35.0,1.0,0.0,2.0,1.0,0.0,79623.28,0.0
105,15713596.0,Okwudiliolisa,639.0,France,Female,47.0,6.0,115171.71,1.0,1.0,1.0,29483.87,0.0
106,15595883.0,Chinweike,557.0,Spain,Female,41.0,8.0,0.0,1.0,1.0,1.0,121151.1,0.0
107,15579892.0,Martin,635.0,France,Female,42.0,5.0,0.0,3.0,1.0,1.0,1710.89,1.0
108,15664720.0,Pisani,535.0,France,Male,38.0,1.0,142296.13,2.0,1.0,0.0,97468.44,0.0
109,15598892.0,Lucchese,809.0,France,Male,46.0,1.0,0.0,1.0,1.0,0.0,199357.24,1.0
110,15746662.0,Hsieh,664.0,Germany,Female,35.0,7.0,133801.49,1.0,1.0,1.0,109895.16,0.0
111,15641732.0,Buchi,624.0,Spain,Male,35.0,10.0,0.0,2.0,0.0,1.0,89891.4,0.0
112,15662294.0,Ndubueze,798.0,Spain,Male,41.0,7.0,76597.79,1.0,0.0,1.0,121053.19,0.0
113,15641733.0,Mancini,733.0,France,Female,44.0,3.0,0.0,1.0,1.0,0.0,96645.23,0.0
114,15691875.0,Lucchese,676.0,France,Female,46.0,9.0,0.0,2.0,0.0,1.0,67840.81,0.0
115,15682048.0,Ndubuagha,738.0,Germany,Male,54.0,5.0,108116.66,1.0,1.0,1.0,140941.47,1.0
116,15779915.0,Onwuamaeze,554.0,Spain,Female,35.0,7.0,0.0,2.0,1.0,1.0,71492.28,0.0
117,15648067.0,Nkemjika,624.0,France,Male,54.0,6.0,92887.13,1.0,1.0,0.0,119259.54,1.0
118,15594862.0,T'ien,756.0,France,Female,34.0,10.0,0.0,2.0,1.0,0.0,146700.22,0.0
119,15814656.0,Tsou,705.0,France,Male,40.0,3.0,0.0,2.0,1.0,0.0,102628.98,0.0
120,15791053.0,Ch'ien,644.0,France,Male,32.0,4.0,89588.35,1.0,0.0,1.0,152012.36,0.0
121,15603594.0,Ch'iu,627.0,Germany,Female,50.0,9.0,108377.75,3.0,1.0,1.0,105570.39,1.0
122,15594577.0,Kao,637.0,France,Female,39.0,10.0,0.0,2.0,1.0,1.0,187945.11,1.0
123,15756926.0,McGregor,651.0,France,Female,47.0,1.0,0.0,1.0,1.0,1.0,127413.0,1.0
124,15620756.0,Chukwuhaenye,636.0,Germany,Male,42.0,1.0,83568.55,2.0,1.0,0.0,84569.13,0.0
125,15698619.0,Chien,655.0,France,Female,34.0,3.0,0.0,1.0,1.0,0.0,170621.43,0.0
126,15582762.0,Trevisano,598.0,Germany,Male,59.0,2.0,127160.78,1.0,1.0,1.0,147720.25,1.0
127,15640266.0,Ch'iu,738.0,France,Male,33.0,8.0,0.0,2.0,1.0,0.0,147797.54,0.0
128,15752694.0,Hsia,648.0,France,Male,43.0,7.0,0.0,2.0,1.0,1.0,152290.28,0.0
129,15679284.0,Chia,677.0,Spain,Female,47.0,6.0,94416.78,3.0,0.0,0.0,47764.99,1.0
130,15772996.0,Zikoranachidimma,589.0,France,Male,23.0,6.0,131647.01,1.0,0.0,0.0,118570.03,0.0
131,15658675.0,Fomin,730.0,France,Female,38.0,9.0,0.0,2.0,0.0,0.0,127433.47,0.0
132,15589924.0,Genovese,641.0,France,Male,35.0,6.0,0.0,1.0,0.0,1.0,151856.81,0.0
133,15671243.0,Ch'en,714.0,France,Female,33.0,7.0,0.0,2.0,1.0,1.0,193009.21,0.0
134,15572467.0,L?,614.0,Spain,Male,38.0,9.0,0.0,2.0,1.0,1.0,44251.33,0.0
135,15600174.0,Ch'ien,685.0,France,Female,40.0,1.0,0.0,2.0,1.0,0.0,168080.53,0.0
136,15761043.0,Chiemenam,668.0,Spain,Female,38.0,5.0,0.0,2.0,0.0,1.0,57942.88,0.0
137,15781127.0,Yermakov,790.0,France,Male,40.0,10.0,0.0,2.0,0.0,1.0,138564.48,0.0
138,15624993.0,Tretyakova,819.0,Germany,Male,43.0,4.0,114446.74,1.0,1.0,0.0,9241.83,0.0
139,15681075.0,Chukwuebuka,682.0,France,Female,33.0,2.0,110822.9,1.0,1.0,1.0,82276.62,0.0
140,15731790.0,Shih,679.0,Spain,Female,43.0,4.0,0.0,2.0,0.0,1.0,163550.58,0.0
141,15623063.0,Nwoye,571.0,France,Female,33.0,6.0,0.0,2.0,0.0,1.0,120138.27,0.0
142,15804064.0,Fisk,651.0,Spain,Female,40.0,10.0,0.0,1.0,0.0,1.0,175324.74,1.0
143,15679550.0,Pinto,632.0,Spain,Female,44.0,6.0,0.0,1.0,1.0,0.0,168816.03,1.0
144,15593694.0,Aitken,729.0,Germany,Male,36.0,3.0,101528.61,1.0,1.0,1.0,103396.08,0.0
145,15662494.0,Chiazagomekpele,629.0,France,Female,42.0,4.0,0.0,2.0,1.0,1.0,149892.79,0.0
146,15604818.0,Chukwujamuike,677.0,France,Male,35.0,9.0,0.0,2.0,1.0,1.0,166677.35,0.0
147,15610140.0,Ts'ui,595.0,France,Female,37.0,7.0,0.0,2.0,1.0,0.0,136028.98,0.0
148,15675256.0,Yermakova,672.0,France,Male,23.0,8.0,0.0,2.0,1.0,1.0,81482.2,0.0
149,15711299.0,T'ien,750.0,Germany,Male,24.0,9.0,121326.42,1.0,1.0,0.0,124071.71,1.0
150,15620758.0,Ch'iu,687.0,Spain,Female,33.0,2.0,0.0,2.0,1.0,0.0,120586.32,1.0
151,15607986.0,Ts'ao,682.0,France,Female,63.0,6.0,0.0,1.0,1.0,0.0,115719.08,1.0
152,15591169.0,K?,671.0,Spain,Male,28.0,6.0,0.0,2.0,1.0,0.0,171045.35,0.0
153,15768574.0,Chia,757.0,Spain,Male,38.0,4.0,0.0,2.0,1.0,0.0,170518.83,0.0
154,15571928.0,Chiang,704.0,Germany,Male,40.0,9.0,115897.73,2.0,1.0,1.0,132537.97,0.0
155,15770101.0,Chia,581.0,France,Male,34.0,9.0,0.0,2.0,1.0,0.0,1843.24,0.0
156,15756471.0,Hsueh,699.0,France,Female,27.0,1.0,86837.95,1.0,1.0,0.0,49833.5,0.0
157,15582944.0,Ch'ien,605.0,France,Male,36.0,10.0,149564.61,1.0,1.0,1.0,180712.28,0.0
158,15779743.0,De Luca,741.0,France,Male,31.0,5.0,0.0,2.0,1.0,1.0,122218.81,0.0
159,15761053.0,Ch'eng,584.0,Germany,Male,31.0,3.0,127070.73,1.0,1.0,0.0,172459.39,0.0
160,15577587.0,Hargreaves,689.0,Germany,Female,36.0,2.0,127847.31,2.0,1.0,0.0,178122.71,0.0
161,15784323.0,Chukwualuka,682.0,France,Female,35.0,5.0,0.0,2.0,0.0,0.0,676.06,0.0
162,15804064.0,Chiedozie,769.0,France,Male,36.0,5.0,0.0,1.0,1.0,1.0,100995.11,0.0
163,15641604.0,Kao,597.0,Germany,Male,29.0,3.0,154863.15,1.0,0.0,0.0,102021.39,1.0
164,15762218.0,Ch'ang,669.0,France,Female,38.0,2.0,0.0,2.0,1.0,0.0,53874.67,0.0
165,15624592.0,T'an,596.0,France,Male,37.0,3.0,0.0,2.0,1.0,1.0,5791.85,0.0
166,15686957.0,Hargrave,579.0,France,Female,47.0,1.0,0.0,2.0,0.0,1.0,123866.43,0.0
167,15594898.0,Chin,632.0,France,Male,36.0,3.0,0.0,2.0,1.0,1.0,129964.94,0.0
168,15592761.0,Toscani,719.0,France,Male,33.0,6.0,0.0,2.0,1.0,0.0,116848.79,0.0
169,15676937.0,Ch'ang,624.0,Spain,Male,33.0,2.0,0.0,2.0,0.0,0.0,139861.85,0.0
170,15667620.0,Buchi,850.0,France,Female,62.0,2.0,0.0,2.0,1.0,1.0,84487.62,0.0
171,15690169.0,Hsueh,806.0,France,Male,30.0,5.0,0.0,2.0,1.0,1.0,126794.56,0.0
172,15641411.0,Lajoie,705.0,France,Male,31.0,8.0,0.0,2.0,1.0,1.0,55868.97,0.0
173,15794868.0,Chiawuotu,718.0,France,Male,37.0,0.0,133434.57,1.0,1.0,0.0,146955.71,0.0
174,15731586.0,Ch'iu,717.0,France,Male,44.0,2.0,0.0,1.0,1.0,0.0,95957.09,1.0
175,15590828.0,Pisani,751.0,France,Female,38.0,4.0,0.0,2.0,1.0,1.0,12483.39,0.0
176,15579040.0,H?,684.0,France,Male,32.0,3.0,0.0,2.0,0.0,1.0,140724.64,0.0
177,15763415.0,Ch'in,516.0,France,Female,39.0,7.0,0.0,1.0,0.0,0.0,180769.55,0.0
178,15582951.0,Aksenov,611.0,France,Male,41.0,4.0,0.0,2.0,1.0,1.0,187985.85,0.0
179,15592029.0,Chukwuemeka,678.0,Germany,Female,33.0,1.0,113537.73,1.0,1.0,0.0,158853.98,1.0
180,15748552.0,K'ung,773.0,France,Male,45.0,7.0,0.0,2.0,0.0,0.0,104786.59,0.0
181,15806447.0,Hsing,684.0,Germany,Female,42.0,2.0,102994.04,1.0,1.0,0.0,172792.43,1.0
182,15697691.0,Lettiere,607.0,Spain,Female,43.0,7.0,0.0,2.0,1.0,0.0,175749.36,1.0
183,15779985.0,White,687.0,France,Male,28.0,9.0,0.0,2.0,0.0,0.0,120892.96,0.0
184,15593795.0,Genovese,616.0,France,Female,48.0,7.0,0.0,1.0,1.0,1.0,100727.68,1.0
185,15710397.0,Lu,586.0,Germany,Female,57.0,9.0,151855.33,1.0,1.0,1.0,93844.82,1.0
186,15611365.0,Mistry,753.0,France,Male,36.0,4.0,0.0,2.0,0.0,0.0,130861.95,0.0
187,15806922.0,Chidubem,545.0,Spain,Female,50.0,1.0,0.0,1.0,1.0,0.0,100834.22,1.0
188,15747649.0,Obiora,750.0,Germany,Male,57.0,7.0,114421.55,1.0,1.0,0.0,76640.29,1.0
189,15665521.0,Chukwuemeka,663.0,Spain,Male,46.0,5.0,0.0,1.0,0.0,1.0,95957.09,1.0
190,15776824.0,Chukwujekwu,697.0,France,Female,23.0,7.0,0.0,2.0,1.0,0.0,116973.48,0.0
191,15642530.0,Trevisani,583.0,France,Male,33.0,9.0,130170.82,1.0,1.0,1.0,80190.36,0.0
192,15575492.0,Yashina,806.0,Spain,Male,36.0,9.0,0.0,2.0,1.0,0.0,105533.96,0.0
193,15585853.0,Yuryeva,659.0,France,Female,32.0,1.0,0.0,2.0,1.0,1.0,85983.54,0.0
194,15732430.0,T'ien,627.0,Spain,Male,32.0,8.0,0.0,1.0,1.0,1.0,180712.28,0.0
195,15582591.0,Chikelu,611.0,France,Male,41.0,7.0,161637.75,1.0,1.0,1.0,92621.9,0.0
196,15806918.0,Ejimofor,592.0,France,Female,34.0,2.0,0.0,1.0,1.0,0.0,126477.41,0.0
197,15802585.0,Walker,588.0,Germany,Male,33.0,7.0,123971.51,1.0,1.0,0.0,132418.59,0.0
198,15661528.0,Chin,696.0,France,Female,40.0,9.0,0.0,2.0,0.0,1.0,110265.24,0.0
199,15701160.0,D'Albertis,574.0,Germany,Male,32.0,9.0,92760.55,2.0,1.0,1.0,54265.55,0.0
200,15578211.0,Onyemauchechi,739.0,France,Female,38.0,1.0,0.0,1.0,1.0,1.0,176471.79,1.0
201,15689980.0,Manna,682.0,France,Male,32.0,6.0,0.0,2.0,1.0,0.0,35608.88,0.0
202,15749807.0,Okeke,691.0,Germany,Female,31.0,1.0,148088.11,1.0,0.0,1.0,170634.49,0.0
203,15567328.0,Maclean,595.0,Germany,Male,39.0,8.0,123845.36,1.0,1.0,0.0,141558.04,0.0
204,15663883.0,Ginn,708.0,France,Male,41.0,9.0,0.0,2.0,1.0,1.0,145561.9,0.0
205,15578098.0,O'Donnell,778.0,France,Male,35.0,3.0,77846.9,1.0,0.0,1.0,141053.85,0.0
206,15686909.0,Nkemakolam,638.0,Spain,Male,47.0,9.0,0.0,2.0,1.0,0.0,88827.47,0.0
207,15691871.0,Clements,564.0,France,Male,46.0,3.0,0.0,1.0,1.0,0.0,187811.71,0.0
208,15775703.0,Palerma,529.0,Germany,Female,45.0,6.0,99836.47,1.0,0.0,0.0,72993.67,1.0
209,15575146.0,Nwankwo,582.0,Spain,Female,45.0,7.0,0.0,1.0,1.0,0.0,177519.39,1.0
210,15763637.0,Cremonesi,705.0,Germany,Male,36.0,6.0,117899.95,1.0,1.0,1.0,45445.78,1.0
211,15723008.0,Zetticci,594.0,France,Female,41.0,2.0,91562.99,2.0,1.0,0.0,112771.95,0.0
212,15582335.0,Kuo,709.0,Spain,Female,43.0,1.0,0.0,1.0,1.0,0.0,96498.14,1.0
213,15661528.0,Y?,683.0,France,Male,35.0,7.0,0.0,2.0,1.0,0.0,154486.01,0.0
214,15605264.0,Olague,682.0,France,Female,41.0,3.0,0.0,1.0,1.0,1.0,131312.56,0.0
215,15617301.0,Chukwukadibia,814.0,Germany,Male,31.0,8.0,106192.1,1.0,1.0,1.0,97465.89,0.0
216,15769451.0,Maclean,615.0,Germany,Male,40.0,5.0,96877.21,2.0,1.0,0.0,58601.61,1.0
217,15571816.0,Ch'iu,682.0,France,Male,38.0,1.0,0.0,2.0,1.0,1.0,85937.52,0.0
218,15583692.0,Okeke,648.0,France,Female,45.0,2.0,109052.04,1.0,1.0,0.0,84475.13,0.0
219,15742816.0,Gartrell,609.0,France,Male,30.0,9.0,0.0,2.0,1.0,1.0,97640.2,0.0
220,15686957.0,Milanesi,644.0,France,Male,44.0,7.0,143571.52,1.0,1.0,0.0,71359.78,0.0
221,15717156.0,Udinese,629.0,France,Female,30.0,2.0,0.0,2.0,1.0,1.0,107961.11,0.0
222,15591428.0,Yobanna,616.0,France,Female,37.0,6.0,0.0,1.0,1.0,0.0,146041.45,0.0
223,15594915.0,Zikoranachidimma,635.0,France,Male,46.0,7.0,0.0,1.0,1.0,1.0,131710.59,1.0
224,15673055.0,Nnamutaezinwa,569.0,France,Male,35.0,6.0,0.0,2.0,1.0,1.0,138361.48,0.0
225,15647975.0,Chikelu,589.0,Germany,Male,42.0,2.0,118886.55,2.0,1.0,0.0,171519.06,0.0
226,15758031.0,Manna,814.0,France,Male,37.0,6.0,0.0,2.0,1.0,1.0,93524.22,0.0
227,15761720.0,Cattaneo,709.0,France,Male,52.0,8.0,125847.53,1.0,0.0,1.0,140764.08,0.0
228,15763029.0,Hao,846.0,France,Male,37.0,5.0,0.0,2.0,1.0,1.0,95583.45,0.0
229,15772933.0,Aksyonova,676.0,France,Male,36.0,6.0,146777.44,1.0,1.0,0.0,158840.99,0.0
230,15758025.0,Ting,654.0,France,Male,37.0,1.0,0.0,2.0,1.0,1.0,52404.47,0.0
231,15705890.0,Yobachukwu,485.0,France,Male,39.0,2.0,0.0,2.0,1.0,1.0,90878.13,0.0
232,15664681.0,Manna,622.0,France,Male,39.0,5.0,168560.46,1.0,1.0,0.0,180595.02,0.0
233,15753337.0,Folliero,602.0,France,Male,41.0,3.0,0.0,2.0,1.0,1.0,176750.81,0.0
234,15651737.0,Okonkwo,683.0,Germany,Male,35.0,7.0,138071.19,2.0,1.0,0.0,44363.42,0.0
235,15775797.0,Shih,686.0,Spain,Male,47.0,10.0,157597.61,1.0,1.0,1.0,167058.75,0.0
236,15699415.0,Calabrese,759.0,Germany,Female,40.0,1.0,126442.39,1.0,1.0,1.0,189683.7,0.0
237,15731744.0,Hao,710.0,Spain,Male,44.0,4.0,0.0,2.0,1.0,0.0,115287.99,0.0
238,15712596.0,Onuchukwu,727.0,France,Male,38.0,4.0,0.0,2.0,1.0,0.0,179883.04,0.0
239,15618239.0,Nwora,707.0,Germany,Female,24.0,3.0,150844.94,1.0,0.0,0.0,158918.03,0.0
240,15582033.0,Aksenov,638.0,France,Female,38.0,4.0,0.0,2.0,1.0,1.0,121311.12,0.0
241,15641655.0,Palerma,705.0,France,Male,35.0,2.0,0.0,2.0,1.0,1.0,84872.66,0.0
